,0.1,timestamp,Qmc,Qhv,Qlv,Qmv,Label
42,42,04/10/2015 17:00,0.691245686,0.484140234,0.896064065,0.855862849,4
43,43,10/10/2015 04:00,0.008785692,0.001669449,0.001874255,0.001473607,1
44,44,06/10/2015 20:00,0.484781927,0.305509182,0.63298688,0.599784222,2
45,45,09/10/2015 01:00,0.061499843,0.050083472,0.142443346,0.12382243,1
46,46,08/10/2015 21:00,0.441167242,0.338898164,0.494632816,0.489053208,2
47,47,06/10/2015 15:00,0.798556636,0.407345576,0.847844607,0.828759013,4
48,48,10/10/2015 08:00,0.947285849,0.711185309,0.896575226,0.922464607,4
49,49,08/10/2015 02:00,0.022905554,0.026711185,0.069177032,0.058378506,1
50,50,08/10/2015 13:00,0.732036398,0.393989983,0.73504856,0.729132677,3
51,51,05/10/2015 02:00,0.030749922,0.028380634,0.048219458,0.043681911,1
52,52,05/10/2015 04:00,0.003137747,0.01836394,0.004089283,0.003947161,1
53,53,08/10/2015 00:00,0.138374647,0.075125209,0.258817516,0.229145834,2
54,54,04/10/2015 16:00,0.472858488,0.444073456,0.789913103,0.733158781,3
55,55,11/10/2015 00:00,0.159397553,0.116861436,0.264781053,0.241553076,2
56,56,08/10/2015 04:00,0.002510198,0.010016694,0.008178565,0.006144413,1
57,57,06/10/2015 13:00,0.663005962,0.484140234,0.721758392,0.716528077,3
58,58,07/10/2015 05:00,0.060244744,0.011686144,0.016357131,0.022314615,1
59,59,10/10/2015 21:00,0.475368685,0.293823038,0.607258477,0.577140677,2
60,60,04/10/2015 04:00,0.004079071,0.005008347,0.00528199,0.003657702,1
61,61,09/10/2015 17:00,0.872293693,0.58263773,0.942409269,0.932108836,4
62,62,10/10/2015 17:00,0.951992469,0.664440735,0.924177884,0.939779485,4
63,63,04/10/2015 15:00,0.649513649,0.407345576,0.772192878,0.74534235,3
64,64,07/10/2015 08:00,0.768434264,0.475792988,0.580337366,0.62415136,3
65,65,06/10/2015 04:00,0.001568874,0.013355593,0.004600443,0.003565602,1
66,66,06/10/2015 22:00,0.415123941,0.238731219,0.548986199,0.516393874,2
67,67,05/10/2015 15:00,0.743018513,0.522537563,0.801329017,0.795326562,4
68,68,04/10/2015 05:00,0.054596799,0.013355593,0.001703868,0.010223146,1
69,69,10/10/2015 03:00,0.004079071,0,0.02112796,0.015380769,1
70,70,09/10/2015 23:00,0.229683088,0.166944908,0.395467712,0.35938898,2
71,71,07/10/2015 06:00,0.165359272,0.041736227,0.039700119,0.061049418,1
72,72,08/10/2015 12:00,0.539064951,0.373956594,0.722610325,0.685108678,3
73,73,05/10/2015 20:00,0.516159398,0.312186978,0.623445221,0.598363244,2
74,74,10/10/2015 00:00,0.128333856,0.060100167,0.236837621,0.208949529,2
75,75,10/10/2015 20:00,0.511766552,0.295492487,0.638780031,0.607757486,3
76,76,08/10/2015 05:00,0.056793222,0.016694491,0,0.009617915,1
77,77,10/10/2015 11:00,0.772513335,0.447412354,0.802692111,0.793629283,4
78,78,05/10/2015 09:00,0.393473486,0.405676127,0.550690066,0.531182569,2
79,79,07/10/2015 17:00,0.817696894,0.656093489,0.830805929,0.844297669,4
80,80,09/10/2015 03:00,0.002196423,0.006677796,0.019424093,0.014433451,1
81,81,10/10/2015 16:00,0.733919046,1,0.90799114,0.92508289,4
82,82,07/10/2015 19:00,0.748038908,0.392320534,0.859601295,0.827824851,4
83,83,08/10/2015 09:00,0.844995293,0.616026711,0.922985176,0.915951792,4
84,84,07/10/2015 07:00,0.482271729,0.277128548,0.174305674,0.242263565,2
85,85,06/10/2015 09:00,0.825227487,0.492487479,0.603680354,0.653412978,3
86,86,04/10/2015 21:00,0.411672419,0.23706177,0.570454933,0.532221988,2
87,87,06/10/2015 02:00,0.02196423,0.023372287,0.07667405,0.063667702,1
88,88,07/10/2015 22:00,0.318167556,0.248747913,0.514056909,0.474185569,2
89,89,08/10/2015 07:00,0.446501412,0.460767947,0.342988584,0.385334982,2
90,90,09/10/2015 14:00,0.910574208,0.480801336,0.837791787,0.847310668,4
91,91,06/10/2015 17:00,0.698462504,0.480801336,0.827227807,0.803576128,4
92,92,09/10/2015 12:00,0.681204895,0.409015025,0.781223377,0.757802221,3
93,93,04/10/2015 13:00,0.595544399,0.432387312,0.603680354,0.608731119,3
94,94,07/10/2015 00:00,0.148729212,0.091819699,0.249787017,0.225619704,2
95,95,09/10/2015 16:00,0.833071854,0.534223706,0.919577441,0.902939319,4
96,96,10/10/2015 09:00,0.88139316,0.61769616,0.962003749,0.952357771,4
97,97,09/10/2015 20:00,0.485723251,0.385642738,0.619696712,0.597889585,2
98,98,05/10/2015 17:00,0.7295262,0.429048414,0.834724825,0.809273196,4
99,99,05/10/2015 16:00,0.6761845,0.358931553,0.730448117,0.712620388,3
100,100,08/10/2015 10:00,0.741135864,0.492487479,0.800817857,0.791537288,3
101,101,06/10/2015 10:00,0.915594603,0.507512521,0.752087238,0.7847087,3
102,102,06/10/2015 23:00,0.228741763,0.160267112,0.379110581,0.345916004,2
103,103,06/10/2015 16:00,0.772199561,0.465776294,0.837791787,0.82256197,4
104,104,08/10/2015 08:00,0.962974584,0.662771285,1,1,4
105,105,08/10/2015 01:00,0.078443677,0.061769616,0.146532629,0.13101942,2
106,106,10/10/2015 13:00,0.705365548,0.449081803,0.737263588,0.732014105,3
107,107,10/10/2015 22:00,0.371509256,0.302170284,0.632646107,0.580179991,2
108,108,07/10/2015 03:00,0.007216818,0.006677796,0.048560232,0.037774328,1
109,109,08/10/2015 19:00,0.779102604,0.315525876,0.780371443,0.763986106,3
110,110,10/10/2015 01:00,0.068402887,0.085141903,0.136650196,0.124098732,1
111,111,05/10/2015 00:00,0.154690932,0.076794658,0.219628557,0.201792011,2
112,112,09/10/2015 04:00,0,0.001669449,0.001874255,0,1
113,113,05/10/2015 10:00,0.667085033,0.437395659,0.658033737,0.663215094,3
114,114,04/10/2015 03:00,0.001255099,0.006677796,0.020787187,0.015328141,1
115,115,08/10/2015 16:00,0.684970191,0.444073456,0.845118419,0.811365191,4
116,116,04/10/2015 07:00,0.395356134,0.217028381,0.157096609,0.20823904,2
117,117,06/10/2015 03:00,0.01066834,0.008347245,0.039018572,0.031156255,1
118,118,10/10/2015 10:00,0.855663634,0.602671119,0.853978531,0.863086153,4
119,119,04/10/2015 11:00,0.796673988,0.41736227,0.69858579,0.71421241,3
120,120,04/10/2015 08:00,0.596799498,0.318864775,0.38762992,0.430477343,2
121,121,05/10/2015 18:00,0.737056793,0.365609349,0.89793832,0.85284985,4
122,122,09/10/2015 08:00,1,0.69115192,0.950417448,0.970830483,4
123,123,07/10/2015 12:00,0.707875745,0.407345576,0.760095417,0.745789695,3
124,124,05/10/2015 13:00,0.530906809,0.405676127,0.595842563,0.589100574,2
125,125,06/10/2015 12:00,0.679008472,0.38230384,0.7345374,0.718646387,3
