,0.1,timestamp,Qmc,Qhv,Qlv,Qmv,Label
49,49,07/10/2015 06:00,0.165359272,0.041736227,0.039700119,0.061049418,1
50,50,08/10/2015 02:00,0.022905554,0.026711185,0.069177032,0.058378506,1
51,51,09/10/2015 14:00,0.910574208,0.480801336,0.837791787,0.847310668,4
52,52,09/10/2015 02:00,0.038280515,0.01836394,0.067984324,0.059181096,1
53,53,06/10/2015 04:00,0.001568874,0.013355593,0.004600443,0.003565602,1
54,54,05/10/2015 14:00,0.750549106,0.404006678,0.741693645,0.738395348,3
55,55,06/10/2015 05:00,0.053341701,0.023372287,0.013630942,0.020248934,1
56,56,10/10/2015 19:00,0.63288359,0.307178631,0.767081274,0.728343245,3
57,57,09/10/2015 20:00,0.485723251,0.385642738,0.619696712,0.597889585,2
58,58,06/10/2015 15:00,0.798556636,0.407345576,0.847844607,0.828759013,4
59,59,05/10/2015 09:00,0.393473486,0.405676127,0.550690066,0.531182569,2
60,60,06/10/2015 10:00,0.915594603,0.507512521,0.752087238,0.7847087,3
61,61,06/10/2015 18:00,0.847819266,0.357262104,0.754472653,0.759788958,3
62,62,10/10/2015 06:00,0.18387198,0.068447412,0.032032714,0.060970475,1
63,63,08/10/2015 07:00,0.446501412,0.460767947,0.342988584,0.385334982,2
64,64,10/10/2015 13:00,0.705365548,0.449081803,0.737263588,0.732014105,3
65,65,04/10/2015 20:00,0.446815187,0.305509182,0.556142443,0.534077154,2
66,66,09/10/2015 13:00,0.74615626,0.479131886,0.79110581,0.783511394,3
67,67,04/10/2015 09:00,0.727643552,0.398998331,0.535014483,0.57444345,2
68,68,08/10/2015 12:00,0.539064951,0.373956594,0.722610325,0.685108678,3
69,69,09/10/2015 05:00,0.068402887,0.010016694,0.008348952,0.017328035,1
70,70,04/10/2015 17:00,0.691245686,0.484140234,0.896064065,0.855862849,4
71,71,06/10/2015 12:00,0.679008472,0.38230384,0.7345374,0.718646387,3
72,72,07/10/2015 08:00,0.768434264,0.475792988,0.580337366,0.62415136,3
73,73,08/10/2015 09:00,0.844995293,0.616026711,0.922985176,0.915951792,4
74,74,05/10/2015 16:00,0.6761845,0.358931553,0.730448117,0.712620388,3
75,75,07/10/2015 21:00,0.470034515,0.247078464,0.625489862,0.585534972,2
76,76,07/10/2015 09:00,0.852525886,0.507512521,0.656670642,0.700449976,3
77,77,07/10/2015 13:00,0.572638845,0.50918197,0.846140739,0.799984211,4
78,78,07/10/2015 01:00,0.083150298,0.068447412,0.136650196,0.124861849,1
79,79,05/10/2015 19:00,0.586444933,0.320534224,0.787357301,0.737579601,3
80,80,10/10/2015 10:00,0.855663634,0.602671119,0.853978531,0.863086153,4
81,81,07/10/2015 12:00,0.707875745,0.407345576,0.760095417,0.745789695,3
82,82,10/10/2015 02:00,0.033887669,0.050083472,0.068836258,0.062351981,1
83,83,06/10/2015 19:00,0.601819893,0.300500835,0.805759073,0.752315668,3
84,84,06/10/2015 22:00,0.415123941,0.238731219,0.548986199,0.516393874,2
85,85,05/10/2015 05:00,0.050203954,0.001669449,0.007667405,0.012894058,1
86,86,07/10/2015 05:00,0.060244744,0.011686144,0.016357131,0.022314615,1
87,87,05/10/2015 18:00,0.737056793,0.365609349,0.89793832,0.85284985,4
88,88,09/10/2015 16:00,0.833071854,0.534223706,0.919577441,0.902939319,4
89,89,04/10/2015 12:00,0.62692187,0.355592654,0.621059806,0.61954634,2
90,90,04/10/2015 05:00,0.054596799,0.013355593,0.001703868,0.010223146,1
91,91,06/10/2015 08:00,0.69218701,0.425709516,0.526835918,0.564917636,2
92,92,07/10/2015 23:00,0.222780044,0.106844741,0.381666383,0.341416241,2
93,93,04/10/2015 11:00,0.796673988,0.41736227,0.69858579,0.71421241,3
94,94,06/10/2015 16:00,0.772199561,0.465776294,0.837791787,0.82256197,4
95,95,09/10/2015 10:00,0.933165987,0.549248748,0.947009712,0.942450397,4
96,96,04/10/2015 15:00,0.649513649,0.407345576,0.772192878,0.74534235,3
97,97,05/10/2015 21:00,0.416692815,0.247078464,0.570625319,0.534221883,2
98,98,06/10/2015 20:00,0.484781927,0.305509182,0.63298688,0.599784222,2
99,99,04/10/2015 16:00,0.472858488,0.444073456,0.789913103,0.733158781,3
100,100,09/10/2015 22:00,0.328835896,0.325542571,0.570284546,0.527261723,2
101,101,07/10/2015 18:00,0.852212112,0.644407346,0.764014312,0.797313299,4
102,102,07/10/2015 11:00,0.811421399,0.393989983,0.813596865,0.803102468,4
103,103,06/10/2015 09:00,0.825227487,0.492487479,0.603680354,0.653412978,3
104,104,09/10/2015 04:00,0,0.001669449,0.001874255,0,1
105,105,05/10/2015 03:00,0.009727016,0.010016694,0.024194922,0.019722646,1
106,106,05/10/2015 00:00,0.154690932,0.076794658,0.219628557,0.201792011,1
107,107,04/10/2015 10:00,0.847819266,0.447412354,0.663486113,0.698765854,3
108,108,09/10/2015 00:00,0.128333856,0.093489149,0.225762481,0.20381822,1
109,109,10/10/2015 22:00,0.371509256,0.302170284,0.632646107,0.580179991,2
110,110,06/10/2015 03:00,0.01066834,0.008347245,0.039018572,0.031156255,1
111,111,07/10/2015 17:00,0.817696894,0.656093489,0.830805929,0.844297669,4
112,112,08/10/2015 08:00,0.962974584,0.662771285,1,1,4
113,113,07/10/2015 15:00,0.899592093,0.577629382,0.894871358,0.899465818,4
114,114,07/10/2015 19:00,0.748038908,0.392320534,0.859601295,0.827824851,4
115,115,08/10/2015 23:00,0.189833699,0.16360601,0.382688703,0.342495132,2
116,116,10/10/2015 23:00,0.278945717,0.170283806,0.441301755,0.403386664,2
117,117,10/10/2015 03:00,0.004079071,0,0.02112796,0.015380769,1
118,118,09/10/2015 03:00,0.002196423,0.006677796,0.019424093,0.014433451,1
119,119,05/10/2015 12:00,0.463131472,0.340567613,0.691429545,0.644873954,3
120,120,10/10/2015 01:00,0.068402887,0.085141903,0.136650196,0.124098732,1
121,121,07/10/2015 10:00,0.796360213,0.539232053,0.746634861,0.763749276,3
122,122,10/10/2015 17:00,0.951992469,0.664440735,0.924177884,0.939779485,4
123,123,05/10/2015 11:00,0.570442422,0.388981636,0.702163912,0.676122309,3
124,124,07/10/2015 00:00,0.148729212,0.091819699,0.249787017,0.225619704,2
125,125,06/10/2015 02:00,0.02196423,0.023372287,0.07667405,0.063667702,1
