,0,1,2,3
0,0.8396611233134607,0.4531772575250836,0.7972397341966264,0.8013657175938107
1,0.22874176341386881,0.15886287625418063,0.37911058101891293,0.34591600442082
2,1.0,0.6906354515050167,0.9504174476060657,0.9708304826061789
3,0.31816755569501093,0.24749163879598662,0.5140569091838474,0.4741855691805694
4,0.5864449325384372,0.3193979933110368,0.7873573010734367,0.7375796010736277
5,0.4166928145591465,0.24581939799331104,0.5706253194752088,0.5342218830587864
6,0.7339190461248821,1.0,0.9079911398875448,0.9250828903741908
7,0.5390649513649198,0.37290969899665555,0.722610325438746,0.6851086784906057
8,0.737056793222466,0.3645484949832776,0.8979383199863691,0.8528498500078943
9,0.6921870097270157,0.42474916387959877,0.5268359175327995,0.5649176359138992
10,0.4854094759962347,0.3645484949832776,0.42119611518146194,0.44250302615651804
11,0.8478192657671788,0.3561872909698997,0.7544726529221333,0.7597889584758696
12,0.030749921556322557,0.026755852842809368,0.04821945817004601,0.043681911478343244
13,0.7072481957954186,0.4214046822742475,0.7541318793661612,0.7426188095363401
14,0.03828051459052399,0.016722408026755856,0.0679843244164253,0.05918109573180359
15,0.4631314716033888,0.33946488294314386,0.6914295450673028,0.6448739540024209
16,0.061499843112645114,0.048494983277591976,0.14244334639631967,0.12382243039840006
17,0.8995920928773137,0.5769230769230769,0.8948713579826206,0.8994658175885479
18,0.303106369626608,0.2792642140468228,0.5273470778667576,0.48517183306141776
19,0.6912456855977406,0.4832775919732441,0.8960640654285228,0.8558628493237198
20,0.8114213994352053,0.3929765886287625,0.8135968648832851,0.8031024682911425
21,0.022905553812362714,0.025083612040133797,0.06917703186232749,0.05837850639440027
22,0.9155946030749919,0.5066889632107023,0.7520872380303288,0.7847086995421293
23,0.9519924694069655,0.6638795986622076,0.9241778837962175,0.9397794852902477
24,0.0,0.0,0.0018742545578463166,0.0
25,0.021964229683087533,0.021739130434782615,0.07667405009371273,0.06366770169991053
26,0.4816441794791338,0.2625418060200669,0.6823990458340433,0.6331377295931793
27,0.47285848760589894,0.4431438127090301,0.7899131027432271,0.7331587811167832
28,0.7053655475368683,0.4481605351170569,0.7372635883455444,0.7320141045208147
29,0.516159397552557,0.3110367892976589,0.6234452206508775,0.5983632440397874
30,0.7411358644493251,0.4916387959866221,0.800817856534333,0.7915372875111836
31,0.13837464700345148,0.07357859531772576,0.258817515760777,0.22914583442976688
32,0.8330718544085344,0.5334448160535117,0.9195774407905947,0.9029393189832113
33,0.6774395983683713,0.4431438127090301,0.8330209575736923,0.8007604862901953
